sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-23T15:47:23.564Z,7,14626816,14745600,186,32,281,2,1,1,0,0,0,0,0,0
1,2026-08-23T15:47:54.010Z,38,14741504,14880768,190,30,469,2,1,1,0,0,0,2,0,0
2,2026-08-23T15:48:24.402Z,68,14880768,15036416,193,31,688,2,1,1,0,0,0,4,0,0
3,2026-08-23T15:48:54.740Z,99,14745600,15036416,184,28,938,2,1,1,0,0,0,6,0,0
4,2026-08-23T15:49:25.064Z,129,14893056,15036416,193,31,1188,2,1,1,0,0,0,8,0,0
5,2026-08-23T15:49:55.358Z,159,14675968,15036416,178,26,1406,2,1,1,0,0,0,10,0,0
6,2026-08-23T15:50:25.659Z,190,14950400,15060992,190,30,1641,2,1,1,0,0,0,12,0,0
7,2026-08-23T15:50:55.999Z,220,15278080,15405056,205,35,1906,2,1,1,0,0,0,14,0,0
8,2026-08-23T15:51:26.302Z,250,15040512,15405056,190,30,2203,2,1,1,0,0,0,16,0,0
9,2026-08-23T15:51:56.621Z,281,14995456,15405056,184,28,2438,2,1,1,0,0,0,18,0,0
10,2026-08-23T15:52:26.924Z,311,15220736,15405056,190,32,2656,2,1,1,0,0,0,20,0,0
11,2026-08-23T15:52:57.240Z,341,15503360,15679488,204,36,2844,2,1,1,0,0,0,22,0,0
12,2026-08-23T15:53:27.600Z,372,15519744,15679488,201,35,3172,2,1,1,0,0,0,24,0,0
13,2026-08-23T15:53:58.018Z,402,16384000,16498688,246,48,3391,2,1,1,0,0,0,26,0,0
14,2026-08-23T15:54:28.373Z,432,15204352,16498688,183,27,3750,2,1,1,0,0,0,28,0,0
15,2026-08-23T15:54:58.736Z,463,15290368,16498688,186,28,4016,2,1,1,0,0,0,30,0,0
16,2026-08-23T15:55:29.122Z,493,15372288,16498688,189,29,4250,2,1,1,0,0,0,32,0,0
17,2026-08-23T15:55:59.478Z,523,15466496,16498688,192,30,4484,2,1,1,0,0,0,34,0,0
18,2026-08-23T15:56:29.853Z,554,15314944,16498688,183,27,4703,2,1,1,0,0,0,36,0,0
19,2026-08-23T15:57:00.190Z,584,15523840,16498688,195,31,4984,2,1,1,0,0,0,38,0,0
20,2026-08-23T15:57:30.724Z,615,15675392,16498688,198,34,5250,2,1,1,0,0,0,40,0,0
21,2026-08-23T15:58:02.264Z,646,15564800,16498688,192,32,5516,2,1,1,0,0,0,42,0,0
22,2026-08-23T15:58:40.594Z,685,15413248,16498688,183,27,5781,2,1,1,0,0,0,44,0,0
23,2026-08-23T15:59:19.364Z,723,15384576,16498688,183,27,5969,2,1,1,0,0,0,46,0,0
24,2026-08-23T15:59:57.118Z,761,15519744,16498688,186,28,6250,2,1,1,0,0,0,48,0,0
25,2026-08-23T16:00:29.456Z,793,15585280,16498688,192,30,6531,2,1,1,0,0,0,50,0,0
26,2026-08-23T16:01:07.704Z,832,15753216,16498688,201,33,6781,2,1,1,0,0,0,52,0,0
27,2026-08-23T16:01:46.016Z,870,15577088,16498688,189,29,7062,2,1,1,0,0,0,54,0,0
28,2026-08-23T16:02:23.292Z,907,15466496,16498688,186,28,7312,2,1,1,0,0,0,56,0,0
29,2026-08-23T16:02:53.612Z,938,15523840,16498688,189,29,7609,2,1,1,0,0,0,58,0,0
30,2026-08-23T16:03:23.903Z,968,15605760,16498688,195,31,7859,2,1,1,0,0,0,60,0,0
31,2026-08-23T16:03:54.232Z,998,15515648,16498688,186,28,8172,2,1,1,0,0,0,62,0,0
32,2026-08-23T16:04:24.554Z,1028,15736832,16498688,201,33,8469,2,1,1,0,0,0,64,0,0
33,2026-08-23T16:04:54.883Z,1059,15613952,16498688,192,30,8797,2,1,1,0,0,0,66,0,0
34,2026-08-23T16:05:25.173Z,1089,15667200,16498688,195,31,9109,2,1,1,0,0,0,68,0,0
35,2026-08-23T16:05:55.494Z,1119,15523840,16498688,183,27,9344,2,1,1,0,0,0,70,0,0
36,2026-08-23T16:06:25.803Z,1150,15683584,16498688,192,30,9562,2,1,1,0,0,0,72,0,0
37,2026-08-23T16:06:56.103Z,1180,15499264,16498688,183,27,9812,2,1,1,0,0,0,74,0,0
38,2026-08-23T16:07:26.412Z,1210,15675392,16498688,192,30,10094,2,1,1,0,0,0,76,0,0
39,2026-08-23T16:07:56.798Z,1241,15708160,16498688,192,30,10375,2,1,1,0,0,0,78,0,0
40,2026-08-23T16:08:28.557Z,1272,15605760,16498688,186,28,10594,2,1,1,0,0,0,80,0,0
41,2026-08-23T16:09:07.639Z,1312,15704064,16498688,192,30,10891,2,1,1,0,0,0,82,0,0
42,2026-08-23T16:09:46.441Z,1350,15831040,16498688,198,32,11109,2,1,1,0,0,0,84,0,0
43,2026-08-23T16:10:24.006Z,1388,16736256,16891904,249,49,11281,3,2,1,0,0,0,86,0,0
44,2026-08-23T16:10:54.296Z,1418,16257024,16891904,222,40,11516,2,1,1,0,0,0,88,0,0
45,2026-08-23T16:11:24.555Z,1448,16007168,16891904,210,36,11750,2,1,1,0,0,0,90,0,0
46,2026-08-23T16:11:54.834Z,1479,16166912,16891904,216,38,11969,2,1,1,0,0,0,92,0,0
47,2026-08-23T16:12:25.139Z,1509,16162816,16891904,216,38,12172,2,1,1,0,0,0,94,0,0
48,2026-08-23T16:12:55.496Z,1539,16154624,16891904,216,38,12391,2,1,1,0,0,0,96,0,0
49,2026-08-23T16:13:25.776Z,1570,16089088,16891904,210,36,12594,2,1,1,0,0,0,98,0,0
50,2026-08-23T16:13:56.094Z,1600,16121856,16891904,210,36,12812,2,1,1,0,0,0,100,0,0
51,2026-08-23T16:14:26.483Z,1630,15593472,16891904,186,28,13016,2,1,1,0,0,0,102,0,0
52,2026-08-23T16:14:56.759Z,1661,16580608,16891904,231,43,13219,2,1,1,0,0,0,104,0,0
53,2026-08-23T16:15:27.031Z,1691,15949824,16891904,201,33,13469,2,1,1,0,0,0,106,0,0
54,2026-08-23T16:15:57.312Z,1721,16023552,16891904,204,34,13688,2,1,1,0,0,0,108,0,0
55,2026-08-23T16:16:27.621Z,1752,16150528,16891904,207,35,13938,2,1,1,0,0,0,110,0,0
56,2026-08-23T16:16:57.896Z,1782,16363520,16891904,219,39,14125,2,1,1,0,0,0,112,0,0
57,2026-08-23T16:17:28.212Z,1812,16105472,16891904,204,34,14359,2,1,1,0,0,0,114,0,0
58,2026-08-23T16:17:58.599Z,1843,15917056,16891904,192,30,14562,2,1,1,0,0,0,116,0,0
59,2026-08-23T16:18:28.900Z,1873,16007168,16891904,198,32,14750,2,1,1,0,0,0,118,0,0
60,2026-08-23T16:18:59.372Z,1903,16060416,16891904,195,31,15031,2,1,1,0,0,0,120,0,0
61,2026-08-23T16:19:29.790Z,1934,15818752,16891904,189,29,15344,2,1,1,0,0,0,122,0,0
62,2026-08-23T16:20:00.463Z,1964,15831040,16891904,186,28,15625,2,1,1,0,0,0,124,0,0
63,2026-08-23T16:20:32.230Z,1996,15683584,16891904,183,27,15906,2,1,1,0,0,0,126,0,0
64,2026-08-23T16:21:10.431Z,2034,15855616,16891904,195,31,16109,2,1,1,0,0,0,128,0,0
65,2026-08-23T16:21:48.473Z,2072,15802368,16891904,186,28,16344,2,1,1,0,0,0,130,0,0
66,2026-08-23T16:22:25.590Z,2109,15663104,16891904,180,26,16578,2,1,1,0,0,0,132,0,0
67,2026-08-23T16:22:55.984Z,2140,15855616,16891904,189,29,16797,2,1,1,0,0,0,134,0,0
68,2026-08-23T16:23:26.323Z,2170,16109568,16891904,201,33,17094,2,1,1,0,0,0,136,0,0
69,2026-08-23T16:23:56.631Z,2201,15773696,16891904,183,27,17328,2,1,1,0,0,0,138,0,0
70,2026-08-23T16:24:26.945Z,2231,16191488,16891904,198,32,17578,2,1,1,0,0,0,140,0,0
71,2026-08-23T16:24:57.275Z,2261,15892480,16891904,183,27,17797,2,1,1,0,0,0,142,0,0
72,2026-08-23T16:25:27.626Z,2292,15867904,16891904,180,26,18031,2,1,1,0,0,0,144,0,0
73,2026-08-23T16:25:57.946Z,2322,16125952,16891904,192,30,18344,2,1,1,0,0,0,146,0,0
74,2026-08-23T16:26:28.330Z,2352,15986688,16891904,186,28,18625,2,1,1,0,0,0,148,0,0
75,2026-08-23T16:26:58.672Z,2383,16101376,16891904,192,30,18984,2,1,1,0,0,0,150,0,0
76,2026-08-23T16:27:29.005Z,2413,15986688,16945152,186,28,19219,2,1,1,0,0,0,152,0,0
77,2026-08-23T16:27:59.353Z,2443,16261120,16945152,198,32,19469,2,1,1,0,0,0,154,0,0
78,2026-08-23T16:28:29.670Z,2474,16322560,17174528,193,30,19703,2,1,1,0,0,0,156,0,0
79,2026-08-23T16:28:59.981Z,2504,16248832,17174528,201,33,19969,2,1,1,0,0,0,158,0,0
80,2026-08-23T16:29:30.330Z,2534,15917056,17174528,183,27,20234,2,1,1,0,0,0,160,0,0
81,2026-08-23T16:30:00.694Z,2565,16064512,17174528,189,29,20500,2,1,1,0,0,0,162,0,0
82,2026-08-23T16:30:31.040Z,2595,16105472,17174528,192,30,20781,2,1,1,0,0,0,164,0,0
83,2026-08-23T16:31:01.379Z,2625,16224256,17174528,198,32,21000,2,1,1,0,0,0,166,0,0
84,2026-08-23T16:31:31.742Z,2656,16281600,17174528,198,32,21250,2,1,1,0,0,0,168,0,0
85,2026-08-23T16:32:02.115Z,2686,15925248,17215488,180,26,21500,2,1,1,0,0,0,170,0,0
86,2026-08-23T16:32:32.482Z,2716,16207872,17215488,183,27,21766,2,1,1,0,0,0,172,0,0
87,2026-08-23T16:33:02.839Z,2747,15888384,17215488,186,28,21984,2,1,1,0,0,0,174,0,0
88,2026-08-23T16:33:33.199Z,2777,16089088,17215488,192,30,22250,2,1,1,0,0,0,176,0,0
89,2026-08-23T16:34:03.527Z,2807,16134144,17272832,195,31,22500,2,1,1,0,0,0,178,0,0
90,2026-08-23T16:34:33.933Z,2838,16084992,17342464,195,31,22672,2,1,1,0,0,0,180,0,0
91,2026-08-23T16:35:04.295Z,2868,16236544,17367040,204,34,22906,2,1,1,0,0,0,182,0,0
92,2026-08-23T16:35:34.682Z,2899,15826944,17489920,180,26,23172,2,1,1,0,0,0,184,0,0
93,2026-08-23T16:36:05.087Z,2929,15982592,17489920,186,28,23453,2,1,1,0,0,0,186,0,0
94,2026-08-23T16:36:35.516Z,2959,15896576,17489920,180,26,23688,2,1,1,0,0,0,188,0,0
95,2026-08-23T16:37:05.822Z,2990,16015360,17489920,186,28,23922,2,1,1,0,0,0,190,0,0
96,2026-08-23T16:37:36.158Z,3020,16220160,17489920,195,31,24234,2,1,1,0,0,0,192,0,0
97,2026-08-23T16:38:06.470Z,3050,15970304,17489920,186,28,24516,2,1,1,0,0,0,194,0,0
98,2026-08-23T16:38:36.769Z,3081,16285696,17489920,189,29,24781,2,1,1,0,0,0,196,0,0
99,2026-08-23T16:39:07.074Z,3111,15986688,17489920,189,29,24969,2,1,1,0,0,0,198,0,0
100,2026-08-23T16:39:37.406Z,3141,16117760,17489920,186,28,25172,2,1,1,0,0,0,200,0,0
101,2026-08-23T16:40:07.797Z,3172,17412096,17686528,264,54,25484,2,1,1,0,0,0,202,0,0
102,2026-08-23T16:40:38.216Z,3202,16175104,18866176,192,30,25797,2,1,1,0,0,0,204,0,0
103,2026-08-23T16:41:08.552Z,3232,15998976,18866176,180,26,26078,2,1,1,0,0,0,206,0,0
104,2026-08-23T16:41:38.887Z,3263,16044032,18866176,183,27,26359,2,1,1,0,0,0,208,0,0
105,2026-08-23T16:42:09.221Z,3293,16240640,18866176,186,28,26656,2,1,1,0,0,0,210,0,0
106,2026-08-23T16:42:39.553Z,3323,16072704,18866176,183,27,26969,2,1,1,0,0,0,212,0,0
107,2026-08-23T16:43:09.894Z,3354,16470016,18866176,189,29,27203,2,1,1,0,0,0,214,0,0
108,2026-08-23T16:43:40.236Z,3384,16302080,18866176,186,28,27469,2,1,1,0,0,0,216,0,0
109,2026-08-23T16:44:10.577Z,3414,16453632,18866176,186,28,27734,2,1,1,0,0,0,218,0,0
110,2026-08-23T16:44:40.912Z,3445,16203776,18866176,192,30,28016,2,1,1,0,0,0,220,0,0
111,2026-08-23T16:45:11.291Z,3475,16220160,18866176,187,29,28297,2,1,1,0,0,0,222,0,0
112,2026-08-23T16:45:41.649Z,3506,16420864,18866176,199,33,28562,2,1,1,0,0,0,224,0,0
113,2026-08-23T16:46:12.016Z,3536,16330752,18866176,193,31,28812,2,1,1,0,0,0,226,0,0
114,2026-08-23T16:46:42.372Z,3566,16150528,18866176,186,28,29047,2,1,1,0,0,0,228,0,0
115,2026-08-23T16:47:12.713Z,3597,16183296,18866176,183,27,29312,2,1,1,0,0,0,230,0,0
116,2026-08-23T16:47:43.072Z,3627,16343040,18866176,184,27,29531,2,1,1,0,0,0,232,0,0
117,2026-08-23T16:48:13.428Z,3657,16089088,18866176,177,25,29781,2,1,1,0,0,0,234,0,0
118,2026-08-23T16:48:43.768Z,3688,16277504,18866176,192,30,30109,2,1,1,0,0,0,236,0,0
119,2026-08-23T16:49:14.106Z,3718,16240640,18866176,186,28,30438,2,1,1,0,0,0,238,0,0
120,2026-08-23T16:49:44.437Z,3748,16457728,18866176,189,29,30672,2,1,1,0,0,0,240,0,0
121,2026-08-23T16:50:14.737Z,3779,16330752,18866176,180,26,31016,2,1,1,0,0,0,242,0,0
122,2026-08-23T16:50:45.046Z,3809,16273408,18866176,180,26,31188,2,1,1,0,0,0,244,0,0
123,2026-08-23T16:51:15.429Z,3839,16216064,18866176,180,26,31516,2,1,1,0,0,0,246,0,0
124,2026-08-23T16:51:45.777Z,3870,16195584,18866176,183,27,31734,2,1,1,0,0,0,248,0,0
125,2026-08-23T16:52:17.303Z,3901,15970304,18866176,177,25,32047,2,1,1,0,0,0,250,0,0
126,2026-08-23T16:52:48.793Z,3933,16318464,18866176,189,29,32266,2,1,1,0,0,0,252,0,0
127,2026-08-23T16:53:21.177Z,3965,16359424,18866176,183,27,32500,2,1,1,0,0,0,254,0,0
128,2026-08-23T16:53:53.542Z,3997,16543744,18866176,198,32,32781,2,1,1,0,0,0,256,0,0
129,2026-08-23T16:54:24.954Z,4029,16187392,18866176,177,25,33078,2,1,1,0,0,0,258,0,0
130,2026-08-23T16:54:56.264Z,4060,16052224,18866176,183,27,33328,2,1,1,0,0,0,260,0,0
131,2026-08-23T16:55:26.620Z,4090,16060416,18866176,180,26,33609,2,1,1,0,0,0,262,0,0
132,2026-08-23T16:55:56.948Z,4121,16252928,18866176,186,28,33891,2,1,1,0,0,0,264,0,0
133,2026-08-23T16:56:27.297Z,4151,16506880,18866176,195,31,34156,2,1,1,0,0,0,266,0,0
134,2026-08-23T16:56:57.635Z,4182,16379904,18866176,186,28,34328,2,1,1,0,0,0,268,0,0
135,2026-08-23T16:57:27.957Z,4212,16396288,18866176,186,28,34609,2,1,1,0,0,0,270,0,0
136,2026-08-23T16:57:58.337Z,4242,16420864,18866176,190,30,34797,2,1,1,0,0,0,272,0,0
137,2026-08-23T16:58:28.709Z,4273,17973248,18866176,186,28,35094,2,1,1,0,0,0,274,0,0
138,2026-08-23T16:58:59.045Z,4303,16605184,18866176,183,27,35391,2,1,1,0,0,0,276,0,0
139,2026-08-23T16:59:29.497Z,4333,17899520,18866176,249,49,35672,2,1,1,0,0,0,278,0,0
140,2026-08-23T16:59:59.968Z,4364,16687104,19554304,186,28,36000,2,1,1,0,0,0,280,0,0
141,2026-08-23T17:00:30.308Z,4394,16736256,19554304,183,27,36266,2,1,1,0,0,0,282,0,0
142,2026-08-23T17:01:00.725Z,4425,17006592,19554304,201,33,36547,2,1,1,0,0,0,284,0,0
143,2026-08-23T17:01:31.079Z,4455,17317888,19554304,208,36,36828,2,1,1,0,0,0,286,0,0
144,2026-08-23T17:02:01.399Z,4485,16695296,19554304,186,28,37094,2,1,1,0,0,0,288,0,0
145,2026-08-23T17:02:31.882Z,4516,17129472,19554304,192,30,37453,2,1,1,0,0,0,290,0,0
146,2026-08-23T17:03:02.527Z,4546,16609280,19554304,192,30,37719,2,1,1,0,0,0,292,0,0
147,2026-08-23T17:03:34.115Z,4578,17027072,19554304,198,32,38016,2,1,1,0,0,0,294,0,0
148,2026-08-23T17:04:11.883Z,4616,16650240,19554304,180,26,38234,2,1,1,0,0,0,296,0,0
149,2026-08-23T17:04:49.503Z,4653,16068608,19554304,168,22,38250,1,0,1,0,0,0,298,0,0
150,2026-08-23T17:05:25.881Z,4690,16326656,19554304,168,22,38250,1,0,1,0,0,0,298,2,0
151,2026-08-23T17:05:56.215Z,4720,16224256,19554304,168,22,38250,1,0,1,0,0,0,298,4,0
152,2026-08-23T17:06:26.514Z,4750,16261120,19554304,168,22,38250,1,0,1,0,0,0,298,6,0
153,2026-08-23T17:06:56.795Z,4781,16142336,19554304,168,22,38250,1,0,1,0,0,0,298,8,0
154,2026-08-23T17:07:27.082Z,4811,18030592,19554304,168,22,38297,1,0,1,0,0,0,298,10,0
155,2026-08-23T17:07:57.377Z,4841,16125952,19554304,168,22,38297,1,0,1,0,0,0,298,12,0
156,2026-08-23T17:08:27.661Z,4872,16355328,19554304,168,22,38312,1,0,1,0,0,0,298,14,0
157,2026-08-23T17:08:57.992Z,4902,16125952,19554304,168,22,38328,1,0,1,0,0,0,298,16,0
158,2026-08-23T17:09:28.312Z,4932,18022400,19554304,168,22,38359,1,0,1,0,0,0,298,18,0
159,2026-08-23T17:09:58.623Z,4962,18210816,19554304,168,22,38375,1,0,1,0,0,0,298,20,0
160,2026-08-23T17:10:28.922Z,4993,18219008,19554304,168,22,38406,1,0,1,0,0,0,298,22,0
161,2026-08-23T17:10:59.207Z,5023,18219008,19554304,168,22,38438,1,0,1,0,0,0,298,24,0
162,2026-08-23T17:11:29.499Z,5053,18227200,19554304,168,22,38469,1,0,1,0,0,0,298,26,0
163,2026-08-23T17:11:59.861Z,5084,18231296,19554304,168,22,38469,1,0,1,0,0,0,298,28,0
164,2026-08-23T17:12:30.182Z,5114,18231296,19554304,168,22,38500,1,0,1,0,0,0,298,30,0
165,2026-08-23T17:13:00.530Z,5144,16121856,19554304,168,22,38531,1,0,1,0,0,0,298,32,0
166,2026-08-23T17:13:30.759Z,5175,16207872,19554304,168,22,38531,1,0,1,0,0,0,298,34,0
167,2026-08-23T17:14:01.042Z,5205,16236544,19554304,168,22,38594,1,0,1,0,0,0,298,36,0
