sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-21T01:24:28.548Z,0,15912960,16064512,222,32,141,1,0,1,0,0,0,0,0,0
1,2026-08-21T01:24:59.112Z,31,15802368,16064512,217,27,312,1,0,1,0,0,0,2,0,0
2,2026-08-21T01:25:29.524Z,61,15740928,16064512,214,26,531,1,0,1,0,0,0,4,0,0
3,2026-08-21T01:25:59.811Z,92,15826944,16064512,217,27,688,1,0,1,0,0,0,6,0,0
4,2026-08-21T01:26:30.156Z,122,15790080,16064512,214,26,875,1,0,1,0,0,0,8,0,0
5,2026-08-21T01:27:00.495Z,152,15732736,16064512,211,25,1078,1,0,1,0,0,0,10,0,0
6,2026-08-21T01:27:30.881Z,183,16125952,16216064,223,29,1234,2,1,1,0,0,0,12,0,0
7,2026-08-21T01:28:01.321Z,213,16052224,16216064,220,28,1375,1,0,1,0,0,0,14,0,0
8,2026-08-21T01:28:31.669Z,243,15884288,16216064,214,26,1578,1,0,1,0,0,0,16,0,0
9,2026-08-21T01:29:01.963Z,274,16052224,16216064,220,28,1734,1,0,1,0,0,0,18,0,0
10,2026-08-21T01:29:32.314Z,304,16252928,16355328,214,29,1922,1,0,1,0,0,0,20,0,0
11,2026-08-21T01:30:02.635Z,334,16343040,16449536,217,30,2062,1,0,1,0,0,0,22,0,0
12,2026-08-21T01:30:32.999Z,365,16281600,16449536,214,29,2250,1,0,1,0,0,0,24,0,0
13,2026-08-21T01:31:03.412Z,395,16236544,16449536,211,28,2391,1,0,1,0,0,0,26,0,0
14,2026-08-21T01:31:33.803Z,426,16379904,16486400,217,27,2609,1,0,1,0,0,0,28,0,0
15,2026-08-21T01:32:04.214Z,456,16261120,16486400,214,26,2766,1,0,1,0,0,0,30,0,0
16,2026-08-21T01:32:34.604Z,486,16375808,16498688,217,27,2922,1,0,1,0,0,0,32,0,0
17,2026-08-21T01:33:04.987Z,517,16289792,16498688,214,26,3062,1,0,1,0,0,0,34,0,0
18,2026-08-21T01:33:35.351Z,547,16318464,16498688,214,26,3297,1,0,1,0,0,0,36,0,0
19,2026-08-21T01:34:05.777Z,578,16310272,16498688,214,26,3469,1,0,1,0,0,0,38,0,0
20,2026-08-21T01:34:36.121Z,608,16433152,16547840,217,29,3734,1,0,1,0,0,0,40,0,0
21,2026-08-21T01:35:06.578Z,638,16416768,16547840,217,29,3922,2,1,1,0,0,0,42,0,0
22,2026-08-21T01:35:36.897Z,669,16441344,16547840,217,29,4047,1,0,1,0,0,0,44,0,0
23,2026-08-21T01:36:07.188Z,699,16265216,16547840,214,26,4203,1,0,1,0,0,0,46,0,0
24,2026-08-21T01:36:37.550Z,729,16310272,16547840,214,26,4344,2,1,1,0,0,0,48,0,0
25,2026-08-21T01:37:07.871Z,760,16404480,16547840,217,27,4453,1,0,1,0,0,0,50,0,0
26,2026-08-21T01:37:38.215Z,790,16330752,16547840,214,26,4578,1,0,1,0,0,0,52,0,0
27,2026-08-21T01:38:08.555Z,820,16269312,16547840,211,25,4812,1,0,1,0,0,0,54,0,0
28,2026-08-21T01:38:38.913Z,851,16474112,16576512,217,27,4969,1,0,1,0,0,0,56,0,0
29,2026-08-21T01:39:10.246Z,882,16400384,16576512,214,26,5094,1,0,1,0,0,0,58,0,0
30,2026-08-21T01:39:47.855Z,920,17289216,17420288,244,36,5297,1,0,1,0,0,0,60,0,0
31,2026-08-21T01:40:29.195Z,961,16142336,17420288,202,22,5500,1,0,1,0,0,0,62,0,0
32,2026-08-21T01:41:10.492Z,1002,16265216,17420288,208,24,5703,1,0,1,0,0,0,64,0,0
33,2026-08-21T01:41:40.804Z,1033,16535552,17420288,217,27,5812,1,0,1,0,0,0,66,0,0
