sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-24T02:32:32.605Z,0,27213824,27623424,226,33,500,4,3,1,0,0,0,0,0,0
1,2026-08-24T02:32:38.093Z,6,27664384,27914240,226,33,1047,4,3,1,0,0,0,4,0,0
2,2026-08-24T02:32:43.454Z,11,27734016,27979776,226,33,1422,3,2,1,0,0,0,8,0,0
3,2026-08-24T02:32:48.794Z,17,27889664,28139520,226,33,1828,4,3,1,0,0,0,12,0,0
4,2026-08-24T02:32:54.134Z,22,27918336,28168192,226,33,2266,3,2,1,0,0,0,16,0,0
5,2026-08-24T02:32:59.463Z,27,28020736,28278784,226,33,2781,3,2,1,0,0,0,20,0,0
6,2026-08-24T02:33:04.790Z,33,28041216,28303360,226,30,3234,3,2,1,0,0,0,24,0,0
7,2026-08-24T02:33:10.138Z,38,28090368,28352512,226,30,3609,3,2,1,0,0,0,28,0,0
8,2026-08-24T02:33:15.496Z,43,28082176,28352512,226,30,3969,3,2,1,0,0,0,32,0,0
9,2026-08-24T02:33:20.855Z,49,28127232,28405760,226,30,4438,3,2,1,0,0,0,36,0,0
10,2026-08-24T02:33:26.247Z,54,28385280,28827648,226,30,4797,3,2,1,0,0,0,40,0,0
11,2026-08-24T02:33:31.616Z,59,28405760,28827648,226,30,5344,4,3,1,0,0,0,44,0,0
12,2026-08-24T02:33:37.000Z,65,28356608,28827648,226,30,5797,3,2,1,0,0,0,48,0,0
13,2026-08-24T02:33:42.381Z,70,28311552,28827648,226,30,6266,3,2,1,0,0,0,52,0,0
14,2026-08-24T02:33:47.799Z,76,28610560,28827648,235,33,6719,3,2,1,0,0,0,56,0,0
15,2026-08-24T02:33:53.212Z,81,28663808,28901376,235,33,7141,3,2,1,0,0,0,60,0,0
16,2026-08-24T02:33:58.637Z,86,28598272,28954624,235,33,7547,3,2,1,0,0,0,64,0,0
17,2026-08-24T02:34:04.051Z,92,28721152,28971008,235,33,7984,3,2,1,0,0,0,68,0,0
18,2026-08-24T02:34:09.489Z,97,28708864,29085696,235,33,8438,3,2,1,0,0,0,72,0,0
19,2026-08-24T02:34:14.903Z,103,28721152,29147136,235,33,8797,3,2,1,0,0,0,76,0,0
20,2026-08-24T02:34:20.333Z,108,28708864,29151232,235,33,9250,3,2,1,0,0,0,80,0,0
21,2026-08-24T02:34:25.757Z,114,28790784,29151232,235,33,9688,3,2,1,0,0,0,84,0,0
22,2026-08-24T02:34:31.171Z,119,28672000,29310976,235,33,10125,3,2,1,0,0,0,88,0,0
23,2026-08-24T02:34:36.574Z,124,28823552,29319168,235,33,10531,3,2,1,0,0,0,92,0,0
24,2026-08-24T02:34:41.993Z,130,28835840,29331456,235,33,10969,3,2,1,0,0,0,96,0,0
25,2026-08-24T02:34:47.376Z,135,28778496,29437952,235,33,11312,4,3,1,0,0,0,100,0,0
26,2026-08-24T02:34:52.803Z,141,28880896,29507584,235,33,11734,3,2,1,0,0,0,104,0,0
27,2026-08-24T02:34:58.211Z,146,28856320,29548544,235,33,12125,3,2,1,0,0,0,108,0,0
28,2026-08-24T02:35:03.625Z,151,28848128,29548544,235,33,12547,3,2,1,0,0,0,112,0,0
29,2026-08-24T02:35:09.034Z,157,28852224,29548544,235,33,12938,3,2,1,0,0,0,116,0,0
30,2026-08-24T02:35:14.461Z,162,28995584,29548544,235,33,13359,3,2,1,0,0,0,120,0,0
31,2026-08-24T02:35:19.913Z,168,28934144,29671424,235,33,13672,3,2,1,0,0,0,124,0,0
32,2026-08-24T02:35:25.344Z,173,28749824,29691904,235,33,14219,3,2,1,0,0,0,128,0,0
33,2026-08-24T02:35:30.769Z,179,28954624,29691904,235,33,14656,4,3,1,0,0,0,132,0,0
34,2026-08-24T02:35:36.164Z,184,28913664,29691904,235,33,15078,3,2,1,0,0,0,136,0,0
35,2026-08-24T02:35:41.614Z,189,28782592,29900800,235,33,15547,3,2,1,0,0,0,140,0,0
36,2026-08-24T02:35:47.083Z,195,29024256,29900800,235,33,16062,4,2,1,0,0,1,144,0,0
37,2026-08-24T02:35:52.540Z,200,28901376,29900800,235,33,16516,3,2,1,0,0,0,148,0,0
38,2026-08-24T02:35:57.954Z,206,29040640,29900800,235,33,16938,3,2,1,0,0,0,152,0,0
39,2026-08-24T02:36:03.405Z,211,28971008,29954048,235,33,17344,3,2,1,0,0,0,156,0,0
40,2026-08-24T02:36:08.849Z,217,29093888,30015488,235,33,17750,3,2,1,0,0,0,160,0,0
41,2026-08-24T02:36:14.284Z,222,28946432,30015488,235,33,18219,3,2,1,0,0,0,164,0,0
42,2026-08-24T02:36:19.701Z,227,29093888,30015488,235,33,18594,4,3,1,0,0,0,168,0,0
43,2026-08-24T02:36:25.145Z,233,29052928,30203904,235,33,19078,3,2,1,0,0,0,172,0,0
44,2026-08-24T02:36:30.591Z,238,29044736,30203904,235,33,19453,3,2,1,0,0,0,176,0,0
45,2026-08-24T02:36:36.014Z,244,28921856,30203904,235,33,20000,3,2,1,0,0,0,180,0,0
46,2026-08-24T02:36:41.439Z,249,28762112,30203904,235,33,20484,3,2,1,0,0,0,184,0,0
47,2026-08-24T02:36:46.918Z,255,29364224,30203904,250,38,20906,3,2,1,0,0,0,188,0,0
48,2026-08-24T02:36:52.358Z,260,29442048,30601216,250,38,21422,3,2,1,0,0,0,192,0,0
49,2026-08-24T02:36:57.814Z,266,29593600,30732288,250,38,21859,3,2,1,0,0,0,196,0,0
50,2026-08-24T02:37:03.277Z,271,29454336,30732288,250,38,22297,3,2,1,0,0,0,200,0,0
51,2026-08-24T02:37:08.728Z,276,29646848,30748672,250,38,22797,3,2,1,0,0,0,204,0,0
52,2026-08-24T02:37:14.157Z,282,29495296,30748672,250,38,23266,3,2,1,0,0,0,208,0,0
53,2026-08-24T02:37:19.635Z,287,29642752,31035392,250,38,23672,3,2,1,0,0,0,212,0,0
54,2026-08-24T02:37:25.124Z,293,29523968,31072256,250,38,24156,3,2,1,0,0,0,216,0,0
55,2026-08-24T02:37:30.550Z,298,29716480,31072256,250,38,24656,3,2,1,0,0,0,220,0,0
56,2026-08-24T02:37:36.006Z,304,29667328,31150080,250,40,25219,3,2,1,0,0,0,224,0,0
57,2026-08-24T02:37:41.407Z,309,29663232,31281152,250,40,25703,3,2,1,0,0,0,228,0,0
58,2026-08-24T02:37:46.836Z,315,29790208,31289344,250,40,26188,3,2,1,0,0,0,232,0,0
59,2026-08-24T02:37:52.265Z,320,29835264,31289344,250,40,26812,3,2,1,0,0,0,236,0,0
60,2026-08-24T02:37:57.694Z,325,29982720,31674368,250,40,27156,3,2,1,0,0,0,240,0,0
61,2026-08-24T02:38:03.113Z,331,29966336,31674368,250,40,27688,3,2,1,0,0,0,244,0,0
62,2026-08-24T02:38:08.764Z,337,29949952,31674368,250,40,28125,3,2,1,0,0,0,248,0,0
63,2026-08-24T02:38:14.658Z,342,30027776,31674368,250,40,28609,4,3,1,0,0,0,252,0,0
64,2026-08-24T02:38:20.543Z,348,30101504,31719424,250,40,29172,3,2,1,0,0,0,256,0,0
65,2026-08-24T02:38:26.141Z,354,30060544,31719424,250,40,29812,3,2,1,0,0,0,260,0,0
66,2026-08-24T02:38:31.822Z,360,29913088,31719424,250,40,30234,3,2,1,0,0,0,264,0,0
67,2026-08-24T02:38:37.618Z,365,30003200,31719424,250,40,30688,3,2,1,0,0,0,268,0,0
68,2026-08-24T02:38:44.342Z,372,29908992,31719424,250,40,31234,3,2,1,0,0,0,272,0,0
69,2026-08-24T02:38:51.170Z,379,30261248,31952896,250,40,31688,3,2,1,0,0,0,276,0,0
70,2026-08-24T02:38:58.022Z,386,30261248,31981568,250,40,32203,3,2,1,0,0,0,280,0,0
71,2026-08-24T02:39:04.791Z,393,29892608,32047104,250,40,32578,3,2,1,0,0,0,284,0,0
72,2026-08-24T02:39:11.644Z,399,30019584,32047104,250,40,33078,3,2,1,0,0,0,288,0,0
73,2026-08-24T02:39:18.435Z,406,29835264,32047104,250,38,33547,3,2,1,0,0,0,292,0,0
74,2026-08-24T02:39:25.315Z,413,30093312,32047104,250,38,34000,3,2,1,0,0,0,296,0,0
75,2026-08-24T02:39:40.522Z,428,30060544,32047104,250,38,34531,4,3,1,0,0,0,300,0,0
76,2026-08-24T02:39:55.545Z,443,29114368,32047104,227,30,35062,4,3,1,0,0,0,304,0,0
77,2026-08-24T02:40:10.684Z,458,29024256,32047104,230,31,35531,4,3,1,0,0,0,308,0,0
78,2026-08-24T02:40:25.282Z,473,28999680,32047104,224,29,36062,4,3,1,0,0,0,312,0,0
79,2026-08-24T02:40:39.988Z,488,29208576,32047104,236,33,36484,3,2,1,0,0,0,316,0,0
80,2026-08-24T02:40:53.659Z,501,29364224,32047104,227,30,36938,3,2,1,0,0,0,320,0,0
81,2026-08-24T02:41:07.248Z,515,28921856,32047104,239,34,37328,3,2,1,0,0,0,324,0,0
82,2026-08-24T02:41:20.972Z,529,28811264,32047104,230,31,37906,3,2,1,0,0,0,328,0,0
83,2026-08-24T02:41:33.654Z,541,28889088,32047104,221,28,38375,3,2,1,0,0,0,332,0,0
84,2026-08-24T02:41:39.012Z,547,28844032,32047104,224,29,38828,4,3,1,0,0,0,336,0,0
85,2026-08-24T02:41:44.375Z,552,29151232,32047104,224,29,39250,3,2,1,0,0,0,340,0,0
86,2026-08-24T02:41:49.755Z,557,28872704,32047104,224,29,39625,3,2,1,0,0,0,344,0,0
87,2026-08-24T02:41:55.131Z,563,29220864,32047104,224,29,40031,4,2,1,0,0,1,348,0,0
88,2026-08-24T02:42:00.511Z,568,29278208,32047104,224,29,40516,4,3,1,0,0,0,352,0,0
89,2026-08-24T02:42:05.924Z,574,29290496,32047104,242,35,41000,4,3,1,0,0,0,356,0,0
90,2026-08-24T02:42:11.309Z,579,30150656,32047104,242,35,41469,3,2,1,0,0,0,360,0,0
91,2026-08-24T02:42:16.725Z,584,29888512,32276480,242,35,42016,3,2,1,0,0,0,364,0,0
92,2026-08-24T02:42:22.106Z,590,29675520,32727040,242,35,42484,3,2,1,0,0,0,368,0,0
93,2026-08-24T02:42:27.522Z,595,29659136,32727040,242,35,42828,3,2,1,0,0,0,372,0,0
94,2026-08-24T02:42:32.935Z,601,29507584,32727040,242,37,43188,3,2,1,0,0,0,376,0,0
95,2026-08-24T02:42:38.369Z,606,30347264,32727040,242,37,43641,4,3,1,0,0,0,380,0,0
96,2026-08-24T02:42:43.792Z,612,29577216,32727040,242,37,44125,3,2,1,0,0,0,384,0,0
97,2026-08-24T02:42:49.228Z,617,30269440,32727040,242,37,44656,3,2,1,0,0,0,388,0,0
98,2026-08-24T02:42:54.718Z,622,30515200,32727040,266,45,45047,3,2,1,0,0,0,392,0,0
99,2026-08-24T02:43:00.154Z,628,30601216,33079296,266,45,45516,3,2,1,0,0,0,396,0,0
100,2026-08-24T02:43:05.584Z,633,30281728,33112064,266,45,45891,3,2,1,0,0,0,400,0,0
101,2026-08-24T02:43:11.038Z,639,30711808,33112064,266,45,46344,3,2,1,0,0,0,404,0,0
102,2026-08-24T02:43:16.452Z,644,30564352,33214464,266,45,46734,3,2,1,0,0,0,408,0,0
103,2026-08-24T02:43:21.876Z,650,30818304,33214464,266,45,47266,3,2,1,0,0,0,412,0,0
104,2026-08-24T02:43:27.280Z,655,30842880,33636352,266,45,47672,4,3,1,0,0,0,416,0,0
105,2026-08-24T02:43:32.718Z,660,30838784,33873920,266,45,48125,3,2,1,0,0,0,420,0,0
106,2026-08-24T02:43:38.159Z,666,30715904,33873920,266,45,48656,3,2,1,0,0,0,424,0,0
107,2026-08-24T02:43:43.537Z,671,30810112,33886208,266,43,49094,3,2,1,0,0,0,428,0,0
108,2026-08-24T02:43:48.951Z,677,31133696,33886208,266,43,49625,3,2,1,0,0,0,432,0,0
109,2026-08-24T02:43:54.421Z,682,30609408,33886208,266,43,50031,3,2,1,0,0,0,436,0,0
110,2026-08-24T02:43:59.859Z,688,30973952,33886208,266,43,50453,3,2,1,0,0,0,440,0,0
111,2026-08-24T02:44:05.299Z,693,30801920,33886208,266,43,50875,3,2,1,0,0,0,444,0,0
112,2026-08-24T02:44:10.736Z,698,31318016,33886208,266,43,51312,3,2,1,0,0,0,448,0,0
113,2026-08-24T02:44:16.166Z,704,30687232,33886208,266,43,51766,4,3,1,0,0,0,452,0,0
114,2026-08-24T02:44:21.602Z,709,31465472,34168832,266,43,52234,3,2,1,0,0,0,456,0,0
115,2026-08-24T02:44:27.050Z,715,30707712,34181120,266,43,52719,4,3,1,0,0,0,460,0,0
116,2026-08-24T02:44:32.497Z,720,31301632,34181120,266,43,53172,4,3,1,0,0,0,464,0,0
117,2026-08-24T02:44:37.925Z,726,31039488,34181120,266,43,53562,3,2,1,0,0,0,468,0,0
118,2026-08-24T02:44:43.412Z,731,31047680,34213888,266,43,54062,3,2,1,0,0,0,472,0,0
119,2026-08-24T02:44:48.834Z,737,31420416,34275328,266,43,54500,3,2,1,0,0,0,476,0,0
120,2026-08-24T02:44:54.247Z,742,30969856,34275328,266,43,54844,3,2,1,0,0,0,480,0,0
121,2026-08-24T02:44:59.676Z,747,31277056,34275328,266,43,55312,3,2,1,0,0,0,484,0,0
122,2026-08-24T02:45:05.113Z,753,31059968,34471936,266,43,55750,3,2,1,0,0,0,488,0,0
123,2026-08-24T02:45:10.541Z,758,31166464,34471936,266,43,56234,3,2,1,0,0,0,492,0,0
