sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-20T13:27:57.775Z,0,15532032,15671296,210,29,156,1,0,1,0,0,0,0,0,0
1,2026-08-20T13:28:28.191Z,31,15466496,15671296,208,25,250,2,1,1,0,0,0,2,0,0
2,2026-08-20T13:28:58.570Z,61,15613952,15699968,211,26,469,1,0,1,0,0,0,4,0,0
3,2026-08-20T13:29:29.134Z,92,15642624,15736832,211,26,688,1,0,1,0,0,0,6,0,0
4,2026-08-20T13:29:59.551Z,122,15675392,15777792,211,26,797,1,0,1,0,0,0,8,0,0
5,2026-08-20T13:30:29.956Z,152,15962112,16056320,214,27,953,1,0,1,0,0,0,10,0,0
6,2026-08-20T13:31:00.393Z,183,15921152,16056320,208,25,1109,1,0,1,0,0,0,12,0,0
7,2026-08-20T13:31:30.933Z,213,16351232,16449536,222,29,1250,1,0,1,0,0,0,14,0,0
8,2026-08-20T13:32:12.167Z,255,15790080,16449536,201,22,1375,1,0,1,0,0,0,16,0,0
9,2026-08-20T13:32:53.177Z,296,15790080,16490496,201,22,1453,1,0,1,0,0,0,18,0,0
10,2026-08-20T13:33:33.721Z,336,15986688,16576512,201,24,1641,1,0,1,0,0,0,20,0,0
11,2026-08-20T13:34:04.218Z,367,16289792,16576512,213,28,1734,1,0,1,0,0,0,22,0,0
12,2026-08-20T13:34:34.601Z,397,16310272,16576512,213,28,1859,1,0,1,0,0,0,24,0,0
13,2026-08-20T13:35:04.934Z,427,16162816,16576512,210,25,2031,1,0,1,0,0,0,26,0,0
14,2026-08-20T13:35:35.311Z,458,16183296,16576512,210,25,2188,1,0,1,0,0,0,28,0,0
15,2026-08-20T13:36:05.742Z,488,16367616,16576512,216,27,2328,1,0,1,0,0,0,30,0,0
16,2026-08-20T13:36:36.078Z,519,16723968,16822272,228,31,2422,1,0,1,0,0,0,32,0,0
17,2026-08-20T13:37:06.420Z,549,16322560,16822272,213,26,2500,1,0,1,0,0,0,34,0,0
18,2026-08-20T13:37:36.793Z,579,16318464,16822272,213,26,2594,1,0,1,0,0,0,36,0,0
19,2026-08-20T13:38:07.566Z,610,16527360,16822272,219,30,2875,1,0,1,0,0,0,38,0,0
20,2026-08-20T13:38:38.530Z,641,16310272,16822272,213,28,3172,2,1,1,0,0,0,40,0,0
21,2026-08-20T13:39:09.696Z,672,16310272,16822272,213,26,3469,1,0,1,0,0,0,42,0,0
22,2026-08-20T13:39:40.994Z,703,16441344,16822272,216,27,3641,1,0,1,0,0,0,44,0,0
23,2026-08-20T13:40:12.312Z,735,16363520,16822272,213,26,3828,1,0,1,0,0,0,46,0,0
