sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-20T15:52:46.807Z,0,15466496,15601664,210,29,203,1,0,1,0,0,0,0,0,0
1,2026-08-20T15:53:17.414Z,31,15613952,15757312,214,27,375,2,1,1,0,0,0,2,0,0
2,2026-08-20T15:53:47.821Z,61,15810560,15912960,216,27,500,1,0,1,0,0,0,4,0,0
3,2026-08-20T15:54:18.145Z,92,15818752,15925248,216,27,594,1,0,1,0,0,0,6,0,0
4,2026-08-20T15:54:48.501Z,122,15867904,16027648,216,27,688,1,0,1,0,0,0,8,0,0
5,2026-08-20T15:55:18.817Z,152,15806464,16027648,213,26,859,1,0,1,0,0,0,10,0,0
6,2026-08-20T15:55:49.152Z,183,15839232,16027648,213,26,1000,1,0,1,0,0,0,12,0,0
7,2026-08-20T15:56:19.457Z,213,16007168,16101376,219,28,1094,1,0,1,0,0,0,14,0,0
8,2026-08-20T15:56:49.772Z,243,15851520,16101376,213,26,1266,1,0,1,0,0,0,16,0,0
9,2026-08-20T15:57:20.071Z,274,15826944,16101376,213,26,1344,1,0,1,0,0,0,18,0,0
10,2026-08-20T15:57:50.404Z,304,15990784,16101376,213,28,1484,1,0,1,0,0,0,20,0,0
11,2026-08-20T15:58:20.745Z,334,16441344,16539648,228,33,1625,1,0,1,0,0,0,22,0,0
12,2026-08-20T15:58:51.093Z,365,16064512,16539648,213,28,1797,1,0,1,0,0,0,24,0,0
13,2026-08-20T15:59:21.470Z,395,16199680,16539648,216,29,2047,1,0,1,0,0,0,26,0,0
14,2026-08-20T15:59:51.836Z,425,16109568,16539648,213,26,2234,1,0,1,0,0,0,28,0,0
15,2026-08-20T16:00:23.095Z,457,16355328,16539648,222,29,2359,1,0,1,0,0,0,30,0,0
16,2026-08-20T16:00:54.365Z,488,16109568,16539648,213,26,2531,1,0,1,0,0,0,32,0,0
17,2026-08-20T16:01:26.387Z,520,16101376,16539648,210,25,2688,1,0,1,0,0,0,34,0,0
18,2026-08-20T16:01:58.447Z,552,16236544,16539648,213,26,2922,1,0,1,0,0,0,36,0,0
19,2026-08-20T16:02:29.546Z,583,16232448,16539648,213,26,3047,1,0,1,0,0,0,38,0,0
20,2026-08-20T16:03:01.077Z,615,16445440,16556032,219,30,3219,1,0,1,0,0,0,40,0,0
21,2026-08-20T16:03:31.655Z,645,16461824,16580608,219,30,3391,1,0,1,0,0,0,42,0,0
22,2026-08-20T16:04:02.202Z,676,16142336,16580608,210,25,3484,1,0,1,0,0,0,44,0,0
23,2026-08-20T16:04:32.801Z,706,16347136,16580608,216,27,3609,1,0,1,0,0,0,46,0,0
24,2026-08-20T16:05:03.644Z,737,16359424,16580608,216,27,3766,1,0,1,0,0,0,48,0,0
