sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-24T16:46:09.807Z,0,14798848,15130624,185,31,516,3,2,1,0,0,0,0,0,0
1,2026-08-24T16:46:40.415Z,31,15056896,15368192,186,28,1062,4,3,1,0,0,0,4,0,0
2,2026-08-24T16:47:11.038Z,62,15106048,15396864,189,29,1516,4,3,1,0,0,0,8,0,0
3,2026-08-24T16:47:41.587Z,92,15335424,15646720,204,34,2016,4,3,1,0,0,0,12,0,0
4,2026-08-24T16:48:12.191Z,123,15183872,15646720,190,29,2422,4,3,1,0,0,0,16,0,0
5,2026-08-24T16:48:42.598Z,153,15339520,15646720,187,28,2750,4,3,1,0,0,0,20,0,0
6,2026-08-24T16:49:13.011Z,184,15560704,15814656,193,30,3109,4,3,1,0,0,0,24,0,0
7,2026-08-24T16:49:43.359Z,214,15798272,16044032,202,33,3594,4,3,1,0,0,0,28,0,0
8,2026-08-24T16:50:13.629Z,244,15691776,16044032,193,30,4062,3,2,1,0,0,0,32,0,0
9,2026-08-24T16:50:43.905Z,275,15642624,16044032,196,31,4500,3,2,1,0,0,0,36,0,0
10,2026-08-24T16:51:14.203Z,305,16023552,16187392,187,31,4766,4,3,1,0,0,0,40,0,0
11,2026-08-24T16:51:44.486Z,335,15720448,16187392,187,31,5156,3,2,1,0,0,0,44,0,0
12,2026-08-24T16:52:14.814Z,365,15826944,16187392,190,32,5578,3,2,1,0,0,0,48,0,0
13,2026-08-24T16:52:45.103Z,396,15921152,16187392,187,31,6062,3,2,1,0,0,0,52,0,0
14,2026-08-24T16:53:15.408Z,426,16064512,16318464,198,31,6438,3,2,1,0,0,0,56,0,0
15,2026-08-24T16:53:45.747Z,456,15814656,16318464,189,28,6891,3,2,1,0,0,0,60,0,0
16,2026-08-24T16:54:16.045Z,487,16007168,16318464,195,30,7344,3,2,1,0,0,0,64,0,0
17,2026-08-24T16:54:46.370Z,517,15929344,16318464,189,28,7781,3,2,1,0,0,0,68,0,0
18,2026-08-24T16:55:16.682Z,547,16052224,16318464,189,28,8125,3,2,1,0,0,0,72,0,0
19,2026-08-24T16:55:47.002Z,578,16097280,16347136,198,31,8484,3,2,1,0,0,0,76,0,0
20,2026-08-24T16:56:17.297Z,608,16416768,16596992,195,32,8891,3,2,1,0,0,0,80,0,0
21,2026-08-24T16:56:47.584Z,638,15982592,16596992,189,30,9188,4,3,1,0,0,0,84,0,0
22,2026-08-24T16:57:17.920Z,669,16457728,16654336,198,33,9578,3,2,1,0,0,0,88,0,0
23,2026-08-24T16:57:48.209Z,699,16089088,16654336,195,30,9922,3,2,1,0,0,0,92,0,0
24,2026-08-24T16:58:18.631Z,729,16543744,16707584,210,35,10500,4,3,1,0,0,0,96,0,0
25,2026-08-24T16:58:49.020Z,760,16154624,16707584,192,29,10969,4,3,1,0,0,0,100,0,0
26,2026-08-24T16:59:19.441Z,790,16334848,16707584,195,30,11547,4,3,1,0,0,0,104,0,0
27,2026-08-24T16:59:49.814Z,820,16031744,16707584,192,29,12062,4,3,1,0,0,0,108,0,0
28,2026-08-24T17:00:20.207Z,851,16252928,16707584,193,29,12547,4,3,1,0,0,0,112,0,0
29,2026-08-24T17:00:50.589Z,881,16154624,16707584,192,29,13109,4,3,1,0,0,0,116,0,0
30,2026-08-24T17:01:20.931Z,912,16871424,17039360,219,38,13531,4,3,1,0,0,0,120,0,0
31,2026-08-24T17:01:51.266Z,942,16236544,17039360,201,32,14062,4,3,1,0,0,0,124,0,0
32,2026-08-24T17:02:21.656Z,972,16502784,17039360,198,31,14516,4,3,1,0,0,0,128,0,0
