sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-21T01:24:29.579Z,0,13750272,13750272,189,25,47,1,0,1,0,0,0,0,0,0
1,2026-08-21T01:24:59.957Z,31,13721600,13778944,189,21,78,1,0,1,0,0,0,0,0,0
2,2026-08-21T01:25:30.345Z,61,13754368,13778944,189,21,78,1,0,1,0,0,0,0,0,0
3,2026-08-21T01:26:00.661Z,91,13754368,13778944,189,21,125,1,0,1,0,0,0,0,0,0
4,2026-08-21T01:26:31.042Z,122,13754368,13778944,189,21,141,1,0,1,0,0,0,0,0,0
5,2026-08-21T01:27:01.379Z,152,13754368,13778944,189,21,141,1,0,1,0,0,0,0,0,0
6,2026-08-21T01:27:31.682Z,182,13754368,13778944,189,21,156,1,0,1,0,0,0,0,0,0
7,2026-08-21T01:28:01.984Z,213,13787136,13787136,189,21,156,1,0,1,0,0,0,0,0,0
8,2026-08-21T01:28:32.264Z,243,13787136,13787136,189,21,203,1,0,1,0,0,0,0,0,0
9,2026-08-21T01:29:02.560Z,273,13787136,13787136,189,21,203,1,0,1,0,0,0,0,0,0
10,2026-08-21T01:29:32.791Z,303,13955072,13955072,189,24,266,1,0,1,0,0,0,0,0,0
11,2026-08-21T01:30:03.041Z,334,13955072,13955072,189,24,266,1,0,1,0,0,0,0,0,0
12,2026-08-21T01:30:33.327Z,364,13955072,13955072,189,24,297,1,0,1,0,0,0,0,0,0
13,2026-08-21T01:31:03.684Z,394,13955072,13955072,189,24,297,1,0,1,0,0,0,0,0,0
14,2026-08-21T01:31:33.994Z,425,13897728,13955072,189,21,312,1,0,1,0,0,0,0,0,0
15,2026-08-21T01:32:04.283Z,455,13897728,13955072,189,21,328,1,0,1,0,0,0,0,0,0
16,2026-08-21T01:32:34.603Z,485,13897728,13955072,189,21,359,1,0,1,0,0,0,0,0,0
17,2026-08-21T01:33:04.942Z,516,13897728,13955072,189,21,391,1,0,1,0,0,0,0,0,0
18,2026-08-21T01:33:35.258Z,546,13897728,13955072,189,21,406,1,0,1,0,0,0,0,0,0
19,2026-08-21T01:34:05.624Z,576,13897728,13955072,189,21,438,1,0,1,0,0,0,0,0,0
20,2026-08-21T01:34:35.987Z,607,13930496,13955072,189,23,453,1,0,1,0,0,0,0,0,0
21,2026-08-21T01:35:06.356Z,637,13930496,13955072,189,23,500,1,0,1,0,0,0,0,0,0
22,2026-08-21T01:35:36.656Z,667,13930496,13955072,189,23,500,1,0,1,0,0,0,0,0,0
23,2026-08-21T01:36:06.957Z,698,13897728,13955072,189,21,500,1,0,1,0,0,0,0,0,0
24,2026-08-21T01:36:37.239Z,728,13897728,13955072,189,21,516,1,0,1,0,0,0,0,0,0
25,2026-08-21T01:37:07.547Z,758,13897728,13955072,189,21,547,1,0,1,0,0,0,0,0,0
26,2026-08-21T01:37:37.821Z,788,13897728,13955072,189,21,578,1,0,1,0,0,0,0,0,0
27,2026-08-21T01:38:08.165Z,819,13897728,13955072,189,21,609,1,0,1,0,0,0,0,0,0
28,2026-08-21T01:38:38.495Z,849,13897728,13955072,189,21,625,1,0,1,0,0,0,0,0,0
29,2026-08-21T01:39:09.904Z,881,13897728,13955072,189,21,688,1,0,1,0,0,0,0,0,0
30,2026-08-21T01:39:45.853Z,916,13897728,13955072,189,21,703,1,0,1,0,0,0,0,0,0
31,2026-08-21T01:40:27.137Z,958,13897728,13955072,189,21,750,1,0,1,0,0,0,0,0,0
32,2026-08-21T01:41:08.260Z,999,13897728,13955072,189,21,766,1,0,1,0,0,0,0,0,0
33,2026-08-21T01:41:48.146Z,1039,13897728,13955072,189,21,766,1,0,1,0,0,0,0,0,0
34,2026-08-21T01:42:18.441Z,1069,13897728,13955072,189,21,781,1,0,1,0,0,0,0,0,0
35,2026-08-21T01:42:48.802Z,1099,13897728,13955072,189,21,797,1,0,1,0,0,0,0,0,0
36,2026-08-21T01:43:19.152Z,1130,13897728,13955072,189,21,797,1,0,1,0,0,0,0,0,0
37,2026-08-21T01:43:49.530Z,1160,13897728,13955072,189,21,797,1,0,1,0,0,0,0,0,0
38,2026-08-21T01:44:19.809Z,1190,13897728,13955072,189,21,797,1,0,1,0,0,0,0,0,0
39,2026-08-21T01:44:50.106Z,1221,13897728,13955072,189,21,812,1,0,1,0,0,0,0,0,0
40,2026-08-21T01:45:20.405Z,1251,13897728,13955072,189,21,812,1,0,1,0,0,0,0,0,0
41,2026-08-21T01:45:50.728Z,1281,13897728,13955072,189,21,844,1,0,1,0,0,0,0,0,0
42,2026-08-21T01:46:21.069Z,1312,13897728,13955072,189,21,844,1,0,1,0,0,0,0,0,0
43,2026-08-21T01:46:51.375Z,1342,13897728,13955072,189,21,891,1,0,1,0,0,0,0,0,0
44,2026-08-21T01:47:21.664Z,1372,13897728,13955072,189,21,891,1,0,1,0,0,0,0,0,0
45,2026-08-21T01:47:51.952Z,1403,13897728,13955072,189,21,906,1,0,1,0,0,0,0,0,0
46,2026-08-21T01:48:22.333Z,1433,13897728,13955072,189,21,906,1,0,1,0,0,0,0,0,0
47,2026-08-21T01:48:52.641Z,1463,13897728,13955072,189,21,938,1,0,1,0,0,0,0,0,0
48,2026-08-21T01:49:22.928Z,1494,13897728,13955072,189,21,969,1,0,1,0,0,0,0,0,0
49,2026-08-21T01:49:53.201Z,1524,13897728,13955072,189,21,984,1,0,1,0,0,0,0,0,0
50,2026-08-21T01:50:23.508Z,1554,13897728,13955072,189,21,1031,1,0,1,0,0,0,0,0,0
51,2026-08-21T01:50:53.773Z,1584,13897728,13955072,189,21,1031,1,0,1,0,0,0,0,0,0
52,2026-08-21T01:51:24.050Z,1615,13897728,13955072,189,21,1062,1,0,1,0,0,0,0,0,0
53,2026-08-21T01:51:54.339Z,1645,13897728,13955072,189,21,1094,1,0,1,0,0,0,0,0,0
54,2026-08-21T01:52:24.621Z,1675,13897728,13955072,189,21,1109,1,0,1,0,0,0,0,0,0
55,2026-08-21T01:52:54.876Z,1705,13897728,13955072,189,21,1109,1,0,1,0,0,0,0,0,0
56,2026-08-21T01:53:25.228Z,1736,13897728,13955072,189,21,1125,1,0,1,0,0,0,0,0,0
57,2026-08-21T01:53:55.600Z,1766,13897728,13955072,189,21,1156,1,0,1,0,0,0,0,0,0
58,2026-08-21T01:54:25.893Z,1797,13897728,13955072,189,21,1203,1,0,1,0,0,0,0,0,0
59,2026-08-21T01:54:56.175Z,1827,13897728,13955072,189,21,1203,1,0,1,0,0,0,0,0,0
60,2026-08-21T01:55:26.514Z,1857,13897728,13955072,189,21,1203,1,0,1,0,0,0,0,0,0
61,2026-08-21T01:55:56.902Z,1888,13897728,13955072,189,21,1203,1,0,1,0,0,0,0,0,0
62,2026-08-21T01:56:27.166Z,1918,13897728,13955072,189,21,1219,1,0,1,0,0,0,0,0,0
63,2026-08-21T01:56:57.478Z,1948,13897728,13955072,189,21,1219,1,0,1,0,0,0,0,0,0
64,2026-08-21T01:57:27.792Z,1978,13897728,13955072,189,21,1234,1,0,1,0,0,0,0,0,0
65,2026-08-21T01:57:58.088Z,2009,13897728,13955072,189,21,1266,1,0,1,0,0,0,0,0,0
66,2026-08-21T01:58:28.396Z,2039,13897728,13955072,189,21,1266,1,0,1,0,0,0,0,0,0
67,2026-08-21T01:58:58.689Z,2069,13897728,13955072,189,21,1266,1,0,1,0,0,0,0,0,0
68,2026-08-21T01:59:28.979Z,2100,13897728,13955072,189,21,1281,1,0,1,0,0,0,0,0,0
69,2026-08-21T01:59:59.227Z,2130,13897728,13955072,189,21,1297,1,0,1,0,0,0,0,0,0
70,2026-08-21T02:00:29.530Z,2160,13897728,13955072,189,21,1297,1,0,1,0,0,0,0,0,0
71,2026-08-21T02:00:59.818Z,2190,13897728,13955072,189,21,1312,1,0,1,0,0,0,0,0,0
72,2026-08-21T02:01:30.079Z,2221,13897728,13955072,189,21,1312,1,0,1,0,0,0,0,0,0
73,2026-08-21T02:02:00.417Z,2251,13897728,13955072,189,21,1344,1,0,1,0,0,0,0,0,0
74,2026-08-21T02:02:30.780Z,2281,13279232,13955072,189,21,1344,1,0,1,0,0,0,0,0,0
75,2026-08-21T02:03:01.083Z,2312,13279232,13955072,189,21,1375,1,0,1,0,0,0,0,0,0
76,2026-08-21T02:03:31.379Z,2342,13279232,13955072,189,21,1375,1,0,1,0,0,0,0,0,0
77,2026-08-21T02:04:01.677Z,2372,13279232,13955072,189,21,1375,1,0,1,0,0,0,0,0,0
78,2026-08-21T02:04:32.031Z,2403,13279232,13955072,189,21,1375,1,0,1,0,0,0,0,0,0
79,2026-08-21T02:05:02.295Z,2433,13279232,13955072,189,21,1375,1,0,1,0,0,0,0,0,0
80,2026-08-21T02:05:32.562Z,2463,13279232,13955072,189,21,1391,1,0,1,0,0,0,0,0,0
81,2026-08-21T02:06:02.842Z,2493,13279232,13955072,189,21,1391,1,0,1,0,0,0,0,0,0
82,2026-08-21T02:06:33.073Z,2524,13279232,13955072,189,21,1406,1,0,1,0,0,0,0,0,0
83,2026-08-21T02:07:03.351Z,2554,13279232,13955072,189,21,1406,1,0,1,0,0,0,0,0,0
84,2026-08-21T02:07:33.653Z,2584,12926976,13955072,189,21,1422,1,0,1,0,0,0,0,0,0
85,2026-08-21T02:08:04.018Z,2615,12926976,13955072,189,21,1422,1,0,1,0,0,0,0,0,0
86,2026-08-21T02:08:34.260Z,2645,12926976,13955072,189,21,1453,1,0,1,0,0,0,0,0,0
87,2026-08-21T02:09:04.573Z,2675,12926976,13955072,189,21,1453,1,0,1,0,0,0,0,0,0
88,2026-08-21T02:09:34.876Z,2705,12926976,13955072,189,21,1469,1,0,1,0,0,0,0,0,0
89,2026-08-21T02:10:05.241Z,2736,12926976,13955072,189,21,1516,1,0,1,0,0,0,0,0,0
90,2026-08-21T02:10:35.527Z,2766,12926976,13955072,189,21,1531,1,0,1,0,0,0,0,0,0
91,2026-08-21T02:11:05.825Z,2796,12926976,13955072,189,21,1578,1,0,1,0,0,0,0,0,0
92,2026-08-21T02:11:36.129Z,2827,12926976,13955072,189,21,1578,1,0,1,0,0,0,0,0,0
93,2026-08-21T02:12:06.445Z,2857,12926976,13955072,189,21,1625,1,0,1,0,0,0,0,0,0
94,2026-08-21T02:12:36.775Z,2887,12808192,13955072,189,21,1641,1,0,1,0,0,0,0,0,0
95,2026-08-21T02:13:07.096Z,2918,12808192,13955072,189,21,1672,1,0,1,0,0,0,0,0,0
96,2026-08-21T02:13:37.453Z,2948,12808192,13955072,189,21,1672,1,0,1,0,0,0,0,0,0
97,2026-08-21T02:14:07.744Z,2978,12808192,13955072,189,21,1688,1,0,1,0,0,0,0,0,0
98,2026-08-21T02:14:38.090Z,3009,12808192,13955072,189,21,1703,1,0,1,0,0,0,0,0,0
99,2026-08-21T02:15:08.367Z,3039,12808192,13955072,189,21,1719,1,0,1,0,0,0,0,0,0
100,2026-08-21T02:15:38.641Z,3069,12808192,13955072,189,21,1734,1,0,1,0,0,0,0,0,0
101,2026-08-21T02:16:08.935Z,3100,12808192,13955072,189,21,1766,1,0,1,0,0,0,0,0,0
102,2026-08-21T02:16:39.214Z,3130,12808192,13955072,189,21,1766,1,0,1,0,0,0,0,0,0
103,2026-08-21T02:17:09.503Z,3160,12808192,13955072,189,21,1766,1,0,1,0,0,0,0,0,0
104,2026-08-21T02:17:39.808Z,3190,12689408,13955072,189,21,1797,1,0,1,0,0,0,0,0,0
105,2026-08-21T02:18:10.122Z,3221,12689408,13955072,189,21,1812,1,0,1,0,0,0,0,0,0
106,2026-08-21T02:18:40.507Z,3251,12689408,13955072,189,21,1828,1,0,1,0,0,0,0,0,0
107,2026-08-21T02:19:10.823Z,3281,12689408,13955072,189,21,1859,1,0,1,0,0,0,0,0,0
108,2026-08-21T02:19:41.163Z,3312,12689408,13955072,189,21,1891,1,0,1,0,0,0,0,0,0
109,2026-08-21T02:20:11.463Z,3342,12689408,13955072,189,21,1891,1,0,1,0,0,0,0,0,0
110,2026-08-21T02:20:41.757Z,3372,12689408,13955072,189,21,1953,1,0,1,0,0,0,0,0,0
111,2026-08-21T02:21:12.030Z,3403,12689408,13955072,189,21,1969,1,0,1,0,0,0,0,0,0
112,2026-08-21T02:21:42.334Z,3433,12689408,13955072,189,21,1984,1,0,1,0,0,0,0,0,0
113,2026-08-21T02:22:12.690Z,3463,12689408,13955072,189,21,2000,1,0,1,0,0,0,0,0,0
114,2026-08-21T02:22:42.962Z,3494,12689408,13955072,189,21,2000,1,0,1,0,0,0,0,0,0
115,2026-08-21T02:23:13.309Z,3524,12689408,13955072,189,21,2016,1,0,1,0,0,0,0,0,0
116,2026-08-21T02:23:43.673Z,3554,12689408,13955072,189,21,2016,1,0,1,0,0,0,0,0,0
117,2026-08-21T02:24:14.043Z,3585,12689408,13955072,189,21,2047,1,0,1,0,0,0,0,0,0
118,2026-08-21T02:24:44.470Z,3615,12689408,13955072,189,21,2078,1,0,1,0,0,0,0,0,0
119,2026-08-21T02:25:15.112Z,3646,12689408,13955072,189,21,2094,1,0,1,0,0,0,0,0,0
120,2026-08-21T02:25:45.805Z,3676,12689408,13955072,189,21,2125,1,0,1,0,0,0,0,0,0
121,2026-08-21T02:26:16.324Z,3707,12689408,13955072,189,21,2125,1,0,1,0,0,0,0,0,0
122,2026-08-21T02:26:46.709Z,3737,12689408,13955072,189,21,2141,1,0,1,0,0,0,0,0,0
123,2026-08-21T02:27:17.326Z,3768,12689408,13955072,189,21,2203,1,0,1,0,0,0,0,0,0
124,2026-08-21T02:27:48.620Z,3799,12603392,13955072,189,21,2266,1,0,1,0,0,0,0,0,0
125,2026-08-21T02:28:21.282Z,3832,12603392,13955072,189,21,2266,1,0,1,0,0,0,0,0,0
126,2026-08-21T02:28:51.754Z,3862,12603392,13955072,189,21,2281,1,0,1,0,0,0,0,0,0
127,2026-08-21T02:29:22.190Z,3893,12603392,13955072,189,21,2297,1,0,1,0,0,0,0,0,0
128,2026-08-21T02:29:52.602Z,3923,12603392,13955072,189,21,2312,1,0,1,0,0,0,0,0,0
129,2026-08-21T02:30:22.979Z,3954,12603392,13955072,189,21,2344,1,0,1,0,0,0,0,0,0
130,2026-08-21T02:30:53.588Z,3984,12603392,13955072,189,21,2359,1,0,1,0,0,0,0,0,0
131,2026-08-21T02:31:24.557Z,4015,12603392,13955072,189,21,2375,1,0,1,0,0,0,0,0,0
132,2026-08-21T02:31:55.095Z,4046,12603392,13955072,189,21,2391,1,0,1,0,0,0,0,0,0
133,2026-08-21T02:32:25.593Z,4076,12603392,13955072,189,21,2406,1,0,1,0,0,0,0,0,0
134,2026-08-21T02:32:56.056Z,4107,11988992,13955072,189,21,2422,1,0,1,0,0,0,0,0,0
135,2026-08-21T02:33:26.598Z,4137,11988992,13955072,189,21,2438,1,0,1,0,0,0,0,0,0
