sample,iso,elapsed_s,rss_bytes,peak_rss_bytes,handles,threads,cpu_ms,tcp_total,tcp_established,tcp_listen,tcp_close_wait,tcp_time_wait,tcp_other,leech_completed,leech_failed,churn_runs
0,2026-08-23T09:01:32.772Z,0,14213120,14352384,175,29,172,2,1,1,0,0,0,0,0,0
1,2026-08-23T09:02:03.129Z,31,14884864,15044608,206,36,391,2,1,1,0,0,0,2,0,0
2,2026-08-23T09:02:33.507Z,61,14798848,15044608,197,33,578,2,1,1,0,0,0,4,0,0
3,2026-08-23T09:03:03.811Z,91,14675968,15044608,191,31,859,2,1,1,0,0,0,6,0,0
4,2026-08-23T09:03:34.158Z,122,14381056,15044608,173,25,1094,2,1,1,0,0,0,8,0,0
5,2026-08-23T09:04:04.531Z,152,14987264,15106048,200,34,1281,2,1,1,0,0,0,10,0,0
6,2026-08-23T09:04:34.955Z,182,14843904,15106048,194,32,1531,2,1,1,0,0,0,12,0,0
7,2026-08-23T09:05:05.345Z,213,15028224,15138816,194,32,1828,2,1,1,0,0,0,14,0,0
8,2026-08-23T09:05:35.679Z,243,14864384,15138816,180,27,2109,2,1,1,0,0,0,16,0,0
9,2026-08-23T09:06:05.986Z,273,15179776,15282176,202,34,2266,2,1,1,0,0,0,18,0,0
10,2026-08-23T09:06:36.358Z,304,15532032,15634432,205,37,2469,2,1,1,0,0,0,20,0,0
11,2026-08-23T09:07:06.716Z,334,15691776,15806464,214,40,2688,2,1,1,0,0,0,22,0,0
12,2026-08-23T09:07:37.051Z,365,15314944,15806464,196,34,2938,2,1,1,0,0,0,24,0,0
13,2026-08-23T09:08:07.485Z,395,15777792,15896576,217,41,3219,2,1,1,0,0,0,26,0,0
14,2026-08-23T09:08:37.835Z,425,15163392,15896576,184,28,3516,2,1,1,0,0,0,28,0,0
15,2026-08-23T09:09:08.297Z,456,15286272,15896576,187,29,3797,2,1,1,0,0,0,30,0,0
16,2026-08-23T09:09:38.863Z,486,15302656,15896576,187,29,4094,2,1,1,0,0,0,32,0,0
17,2026-08-23T09:10:10.470Z,518,15392768,15896576,193,31,4359,2,1,1,0,0,0,34,0,0
18,2026-08-23T09:10:48.996Z,556,15302656,15896576,184,28,4625,2,1,1,0,0,0,36,0,0
19,2026-08-23T09:11:27.207Z,595,15458304,15896576,193,31,4844,2,1,1,0,0,0,38,0,0
20,2026-08-23T09:12:04.751Z,632,15134720,15896576,175,27,5219,2,1,1,0,0,0,40,0,0
21,2026-08-23T09:12:41.754Z,669,15491072,15896576,193,31,5469,2,1,1,0,0,0,42,0,0
22,2026-08-23T09:13:12.031Z,700,15134720,15896576,178,26,5766,2,1,1,0,0,0,44,0,0
23,2026-08-23T09:13:42.369Z,730,15536128,15896576,202,34,6016,2,1,1,0,0,0,46,0,0
